run_id,scenario,phase,src_id,field_observer_model,engineer_model,model_class,observer_model,postmortem,round_time_budget_seconds,random_seed,history,rounds_after_swap,total_rounds,round_success_count,round_success_after_resume,perplexity,english_ngram_surprisal,message_entropy,mcm,labels
veyru/1779908251,veyru,baseline,veyru/1779908251,gpt-5.4,gpt-5.4,closed,,True,250,False,,,15,6,,6.296311796927939,3.1017570988086356,4.121240989066961,80.46938775510205,protocol_learnability|phase=baseline|budget=250|model=gpt54|rc=15|ordered_easy_rounds
veyru/1781777367,veyru,replace_llama,veyru/1779908251,gpt-5.4,gpt-5.4,closed,llama,True,250,False,0,10.0,25,6,0.0,5.937993707078876,2.908891570956019,4.14710576183143,109.87878787878788,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=0|src=veyru/1779908251|ordered_easy_rounds
veyru/1781777368,veyru,replace_llama,veyru/1779908251,gpt-5.4,gpt-5.4,closed,llama,True,250,False,0,10.0,25,6,0.0,5.779297835486275,2.7936539753535317,4.138970547760277,91.98571428571428,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=0|src=veyru/1779908251|ordered_easy_rounds
veyru/1781777370,veyru,replace_llama,veyru/1779908251,gpt-5.4,gpt-5.4,closed,llama,True,250,False,0,10.0,25,6,0.0,5.680915789726453,2.8901568141425265,4.07036567989925,89.75641025641026,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=0|src=veyru/1779908251|ordered_easy_rounds
veyru/1781779189,veyru,replace_llama,veyru/1779908251,gpt-5.4,gpt-5.4,closed,llama,True,250,False,1,10.0,25,7,0.09090909090909091,6.189364976780389,3.101292232799781,3.9076075652734943,64.2258064516129,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=1|src=veyru/1779908251|ordered_easy_rounds
veyru/1781779384,veyru,replace_llama,veyru/1779908251,gpt-5.4,gpt-5.4,closed,llama,True,250,False,1,10.0,25,9,0.2727272727272727,6.689786227352648,3.1989303834446274,3.7842726383426712,60.544444444444444,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=1|src=veyru/1779908251|ordered_easy_rounds
veyru/1781779406,veyru,replace_llama,veyru/1779908251,gpt-5.4,gpt-5.4,closed,llama,True,250,False,1,10.0,25,10,0.36363636363636365,6.442627475136205,3.088178400358521,3.9647047255201042,63.05263157894737,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=1|src=veyru/1779908251|ordered_easy_rounds
veyru/1781782434,veyru,replace_llama,veyru/1779908251,gpt-5.4,gpt-5.4,closed,llama,True,250,False,5,10.0,25,10,0.36363636363636365,6.563373687220555,3.218640787723381,4.036447853225483,64.04901960784314,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=5|src=veyru/1779908251|ordered_easy_rounds
veyru/1781782494,veyru,replace_llama,veyru/1779908251,gpt-5.4,gpt-5.4,closed,llama,True,250,False,5,10.0,25,9,0.2727272727272727,6.676831217095403,3.2043922450631723,4.069662654934944,64.89108910891089,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=5|src=veyru/1779908251|ordered_easy_rounds
veyru/1781782779,veyru,replace_llama,veyru/1779908251,gpt-5.4,gpt-5.4,closed,llama,True,250,False,5,10.0,25,8,0.18181818181818182,6.672813781670162,3.3465664642573034,3.9117944280099164,57.82142857142857,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=5|src=veyru/1779908251|ordered_easy_rounds
veyru/1781786877,veyru,replace_llama,veyru/1779908251,gpt-5.4,gpt-5.4,closed,llama,True,250,False,10,10.0,25,9,0.2727272727272727,6.394346232597645,3.194122350334688,3.9704237344048092,61.38461538461539,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=10|src=veyru/1779908251|ordered_easy_rounds
veyru/1781786956,veyru,replace_llama,veyru/1779908251,gpt-5.4,gpt-5.4,closed,llama,True,250,False,10,10.0,25,9,0.2727272727272727,6.621858162455039,3.192252591189343,4.0507031529778805,65.67326732673267,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=10|src=veyru/1779908251|ordered_easy_rounds
veyru/1781786988,veyru,replace_llama,veyru/1779908251,gpt-5.4,gpt-5.4,closed,llama,True,250,False,10,10.0,25,7,0.09090909090909091,6.407859335240629,3.1536511051618894,4.010837339766833,69.26804123711341,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=10|src=veyru/1779908251|ordered_easy_rounds
veyru/1779909805,veyru,baseline,veyru/1779909805,gpt-5.4,gpt-5.4,closed,,True,250,False,,,15,11,,6.935622277467147,3.405548378438992,2.8484582263895297,41.442622950819676,protocol_learnability|phase=baseline|budget=250|model=gpt54|rc=15|ordered_easy_rounds
veyru/1781777351,veyru,replace_llama,veyru/1779909805,gpt-5.4,gpt-5.4,closed,llama,True,250,False,0,10.0,25,10,0.0,6.358145787165715,3.245904874541922,3.2035638293714532,71.53846153846153,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=0|src=veyru/1779909805|ordered_easy_rounds
veyru/1781777353,veyru,replace_llama,veyru/1779909805,gpt-5.4,gpt-5.4,closed,llama,True,250,False,0,10.0,25,10,0.0,6.493353504123109,3.2644145035462344,3.208873675056887,64.59493670886076,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=0|src=veyru/1779909805|ordered_easy_rounds
veyru/1781777365,veyru,replace_llama,veyru/1779909805,gpt-5.4,gpt-5.4,closed,llama,True,250,False,0,10.0,25,10,0.0,6.287704723984448,3.116758597510169,3.2867856889331244,67.8875,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=0|src=veyru/1779909805|ordered_easy_rounds
veyru/1781779474,veyru,replace_llama,veyru/1779909805,gpt-5.4,gpt-5.4,closed,llama,True,250,False,1,10.0,25,10,0.0,7.020646913727718,3.508466495020008,2.7089471253642485,24.585987261146496,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=1|src=veyru/1779909805|ordered_easy_rounds
veyru/1781781246,veyru,replace_llama,veyru/1779909805,gpt-5.4,gpt-5.4,closed,llama,True,250,False,1,10.0,25,10,0.0,7.229094509808522,3.3826377858339534,2.686093511678204,24.519685039370078,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=1|src=veyru/1779909805|ordered_easy_rounds
veyru/1781781255,veyru,replace_llama,veyru/1779909805,gpt-5.4,gpt-5.4,closed,llama,True,250,False,1,10.0,25,10,0.0,7.3710612446428785,3.9258774382668706,2.7114965191180884,28.575757575757574,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=1|src=veyru/1779909805|ordered_easy_rounds
veyru/1781782795,veyru,replace_llama,veyru/1779909805,gpt-5.4,gpt-5.4,closed,llama,True,250,False,5,10.0,25,10,0.0,7.009507907453433,3.2716293140846306,2.7881045801061783,32.61538461538461,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=5|src=veyru/1779909805|ordered_easy_rounds
veyru/1781782799,veyru,replace_llama,veyru/1779909805,gpt-5.4,gpt-5.4,closed,llama,True,250,False,5,10.0,25,10,0.0,7.073101957639058,3.0876546477714943,2.832692770981335,36.50955414012739,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=5|src=veyru/1779909805|ordered_easy_rounds
veyru/1781782972,veyru,replace_llama,veyru/1779909805,gpt-5.4,gpt-5.4,closed,llama,True,250,False,5,10.0,25,11,0.09090909090909091,6.9554165979711025,3.0912154956598146,2.807156806680289,25.898058252427184,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=5|src=veyru/1779909805|ordered_easy_rounds
veyru/1781786998,veyru,replace_llama,veyru/1779909805,gpt-5.4,gpt-5.4,closed,llama,True,250,False,10,10.0,25,10,0.0,6.744484145300729,3.316361682112081,3.0024687632058127,47.41732283464567,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=10|src=veyru/1779909805|ordered_easy_rounds
veyru/1781787085,veyru,replace_llama,veyru/1779909805,gpt-5.4,gpt-5.4,closed,llama,True,250,False,10,10.0,25,12,0.18181818181818182,7.1495515923751025,3.344940982273874,2.9368965929136643,35.29710144927536,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=10|src=veyru/1779909805|ordered_easy_rounds
veyru/1781787142,veyru,replace_llama,veyru/1779909805,gpt-5.4,gpt-5.4,closed,llama,True,250,False,10,10.0,25,13,0.2727272727272727,7.029728638498407,3.2725482091720375,3.0705861126003144,42.603305785123965,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=10|src=veyru/1779909805|ordered_easy_rounds
veyru/1779978245,veyru,baseline,veyru/1779978245,gpt-5.4,gpt-5.4,closed,,True,250,False,,,15,6,,5.632286264541301,3.2276772172753767,3.523978761812966,87.29787234042553,protocol_learnability|phase=baseline|budget=250|model=gpt54|rc=15|ordered_easy_rounds
veyru/1781777349,veyru,replace_llama,veyru/1779978245,gpt-5.4,gpt-5.4,closed,llama,True,250,False,0,10.0,25,6,0.0,5.585539463588169,3.0117064679855137,3.6477309386881807,95.98571428571428,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=0|src=veyru/1779978245|ordered_easy_rounds
veyru/1781777357,veyru,replace_llama,veyru/1779978245,gpt-5.4,gpt-5.4,closed,llama,True,250,False,0,10.0,25,6,0.0,5.383914954734571,2.9131183159431684,3.7633815820260983,104.62121212121212,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=0|src=veyru/1779978245|ordered_easy_rounds
veyru/1781777360,veyru,replace_llama,veyru/1779978245,gpt-5.4,gpt-5.4,closed,llama,True,250,False,0,10.0,25,6,0.0,5.444375132520993,2.9446651782685813,3.746707258601102,77.03125,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=0|src=veyru/1779978245|ordered_easy_rounds
veyru/1781781249,veyru,replace_llama,veyru/1779978245,gpt-5.4,gpt-5.4,closed,llama,True,250,False,1,10.0,25,6,0.0,5.751757924755414,3.746086694499018,2.830659354367164,63.23762376237624,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=1|src=veyru/1779978245|ordered_easy_rounds
veyru/1781781254,veyru,replace_llama,veyru/1779978245,gpt-5.4,gpt-5.4,closed,llama,True,250,False,1,10.0,25,6,0.0,5.3016576948045175,3.708167158881232,3.0119758903341003,86.89873417721519,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=1|src=veyru/1779978245|ordered_easy_rounds
veyru/1781781263,veyru,replace_llama,veyru/1779978245,gpt-5.4,gpt-5.4,closed,llama,True,250,False,1,10.0,25,6,0.0,5.383257823520236,3.7493413875643467,2.964361563411543,75.87777777777778,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=1|src=veyru/1779978245|ordered_easy_rounds
veyru/1781783021,veyru,replace_llama,veyru/1779978245,gpt-5.4,gpt-5.4,closed,llama,True,250,False,5,10.0,25,6,0.0,5.3642195285634795,3.3956585272607054,3.284331506338177,78.24468085106383,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=5|src=veyru/1779978245|ordered_easy_rounds
veyru/1781783047,veyru,replace_llama,veyru/1779978245,gpt-5.4,gpt-5.4,closed,llama,True,250,False,5,10.0,25,6,0.0,5.3738671239915785,3.3467105126634484,3.3362316014751165,81.82417582417582,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=5|src=veyru/1779978245|ordered_easy_rounds
veyru/1781783092,veyru,replace_llama,veyru/1779978245,gpt-5.4,gpt-5.4,closed,llama,True,250,False,5,10.0,25,6,0.0,5.432111402575889,3.4725411486755338,3.224277756812684,81.04494382022472,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=5|src=veyru/1779978245|ordered_easy_rounds
veyru/1781787241,veyru,replace_llama,veyru/1779978245,gpt-5.4,gpt-5.4,closed,llama,True,250,False,10,10.0,25,7,0.09090909090909091,5.731769875782292,3.7028701043355903,2.985430907488646,68.02,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=10|src=veyru/1779978245|ordered_easy_rounds
veyru/1781787503,veyru,replace_llama,veyru/1779978245,gpt-5.4,gpt-5.4,closed,llama,True,250,False,10,10.0,25,7,0.09090909090909091,5.705941377061136,3.5541128445335417,3.008534557778742,66.79807692307692,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=10|src=veyru/1779978245|ordered_easy_rounds
veyru/1781787519,veyru,replace_llama,veyru/1779978245,gpt-5.4,gpt-5.4,closed,llama,True,250,False,10,10.0,25,6,0.0,5.806631755828858,3.232596292331325,3.142678317548022,70.03960396039604,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=10|src=veyru/1779978245|ordered_easy_rounds
veyru/1779978252,veyru,baseline,veyru/1779978252,gpt-5.4,gpt-5.4,closed,,True,250,False,,,15,6,,5.133544247725914,2.9248790880494098,2.611160280921799,82.58695652173913,protocol_learnability|phase=baseline|budget=250|model=gpt54|rc=15|ordered_easy_rounds
veyru/1781777345,veyru,replace_llama,veyru/1779978252,gpt-5.4,gpt-5.4,closed,llama,True,250,False,0,10.0,25,7,0.09090909090909091,5.208938148786437,2.7830262039272853,3.2542109480116226,92.26470588235294,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=0|src=veyru/1779978252|ordered_easy_rounds
veyru/1781777350,veyru,replace_llama,veyru/1779978252,gpt-5.4,gpt-5.4,closed,llama,True,250,False,0,10.0,25,6,0.0,5.400422849655151,2.7920230661026437,3.205770304921215,100.07692307692308,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=0|src=veyru/1779978252|ordered_easy_rounds
veyru/1781777371,veyru,replace_llama,veyru/1779978252,gpt-5.4,gpt-5.4,closed,llama,True,250,False,0,10.0,25,6,0.0,5.2372918495765095,2.784606005349521,3.1356154700548995,102.46268656716418,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=0|src=veyru/1779978252|ordered_easy_rounds
veyru/1781781241,veyru,replace_llama,veyru/1779978252,gpt-5.4,gpt-5.4,closed,llama,True,250,False,1,10.0,25,6,0.0,4.992910861968994,2.7955495177800183,2.973493194120761,111.14285714285714,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=1|src=veyru/1779978252|ordered_easy_rounds
veyru/1781781257,veyru,replace_llama,veyru/1779978252,gpt-5.4,gpt-5.4,closed,llama,True,250,False,1,10.0,25,6,0.0,5.36618785424666,3.469268383623667,1.907531514959236,52.03333333333333,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=1|src=veyru/1779978252|ordered_easy_rounds
veyru/1781781262,veyru,replace_llama,veyru/1779978252,gpt-5.4,gpt-5.4,closed,llama,True,250,False,1,10.0,25,6,0.0,5.105649320446715,3.592036397604951,2.105602804821963,67.54255319148936,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=1|src=veyru/1779978252|ordered_easy_rounds
veyru/1781783140,veyru,replace_llama,veyru/1779978252,gpt-5.4,gpt-5.4,closed,llama,True,250,False,5,10.0,25,6,0.0,5.610905161270728,3.6438985956883747,1.909744495266542,51.41346153846154,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=5|src=veyru/1779978252|ordered_easy_rounds
veyru/1781783262,veyru,replace_llama,veyru/1779978252,gpt-5.4,gpt-5.4,closed,llama,True,250,False,5,10.0,25,6,0.0,5.026752861178651,3.121908877391068,2.289839011962486,78.27272727272727,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=5|src=veyru/1779978252|ordered_easy_rounds
veyru/1781783301,veyru,replace_llama,veyru/1779978252,gpt-5.4,gpt-5.4,closed,llama,True,250,False,5,10.0,25,7,0.09090909090909091,5.121463129917781,3.523391443536991,2.109977849696129,67.61538461538461,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=5|src=veyru/1779978252|ordered_easy_rounds
veyru/1781787574,veyru,replace_llama,veyru/1779978252,gpt-5.4,gpt-5.4,closed,llama,True,250,False,10,10.0,25,6,0.0,4.982973444218538,3.094988282876385,2.261011022879205,75.32584269662921,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=10|src=veyru/1779978252|ordered_easy_rounds
veyru/1781787839,veyru,replace_llama,veyru/1779978252,gpt-5.4,gpt-5.4,closed,llama,True,250,False,10,10.0,25,6,0.0,5.0014232810662715,3.0833699010882962,2.285192693176308,76.56818181818181,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=10|src=veyru/1779978252|ordered_easy_rounds
veyru/1781788137,veyru,replace_llama,veyru/1779978252,gpt-5.4,gpt-5.4,closed,llama,True,250,False,10,10.0,25,6,0.0,5.086895877239751,3.3551987049000656,2.0472263780238977,64.49484536082474,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=10|src=veyru/1779978252|ordered_easy_rounds
veyru/1780424131,veyru,baseline,veyru/1780424131,gpt-5.4,gpt-5.4,closed,,True,250,False,,,15,6,,5.707395414026772,2.652302169605339,4.1177173535213125,104.14634146341463,protocol_learnability|phase=baseline|budget=250|model=gpt54|rc=15|ordered_easy_rounds
veyru/1781777346,veyru,replace_llama,veyru/1780424131,gpt-5.4,gpt-5.4,closed,llama,True,250,False,0,10.0,25,6,0.0,5.275128816303454,2.5444664937832733,4.156472218576296,138.82456140350877,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=0|src=veyru/1780424131|ordered_easy_rounds
veyru/1781777369,veyru,replace_llama,veyru/1780424131,gpt-5.4,gpt-5.4,closed,llama,True,250,False,0,10.0,25,6,0.0,5.530191129712916,2.6116664202172366,4.116071020587071,100.29850746268657,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=0|src=veyru/1780424131|ordered_easy_rounds
veyru/1781777374,veyru,replace_llama,veyru/1780424131,gpt-5.4,gpt-5.4,closed,llama,True,250,False,0,10.0,25,6,0.0,5.51980938345699,2.581719729419961,4.143955865584338,117.61016949152543,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=0|src=veyru/1780424131|ordered_easy_rounds
veyru/1781781242,veyru,replace_llama,veyru/1780424131,gpt-5.4,gpt-5.4,closed,llama,True,250,False,1,10.0,25,7,0.09090909090909091,5.647335574740455,2.7046337346571345,4.120976421362377,97.23809523809524,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=1|src=veyru/1780424131|ordered_easy_rounds
veyru/1781781260,veyru,replace_llama,veyru/1780424131,gpt-5.4,gpt-5.4,closed,llama,True,250,False,1,10.0,25,6,0.0,5.6635611021696635,2.629201377071222,4.108815410622122,100.0,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=1|src=veyru/1780424131|ordered_easy_rounds
veyru/1781781267,veyru,replace_llama,veyru/1780424131,gpt-5.4,gpt-5.4,closed,llama,True,250,False,1,10.0,25,7,0.09090909090909091,5.738074631758139,2.565041516065654,3.9663586502628743,93.33333333333333,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=1|src=veyru/1780424131|ordered_easy_rounds
